id,given_name,family_name,mnis_id,label
1,Stephen,Kinnock,4359,"Kinnock, Stephen"
2,Guto,Bebb,3910,"Bebb, Guto"
3,Kirsty,Blackman,4357,"Blackman, Kirsty"
4,Ross,Thomson,4599,"Thomson, Ross"
5,Anne,Begg,572,"Begg, Anne"
6,Callum,McCaig,4364,"McCaig, Callum"
7,Pamela,Nash,3909,"Nash, Pamela"
8,Neil,Gray,4365,"Gray, Neil"
9,Gerald,Howarth,47,"Howarth, Gerald"
10,Wendy,Morton,4358,"Morton, Wendy"
11,Graham,Brady,435,"Brady, Graham"
12,Mark,Tami,1383,"Tami, Mark"
13,Nigel,Mills,4136,"Mills, Nigel"
14,Mike,Weir,1384,"Weir, Mike"
15,Hywel,Williams,1397,"Williams, Hywel"
16,Alan,Reid,1385,"Reid, Alan"
17,Brendan,O'Hara,4371,"O'Hara, Brendan"
18,Nick,Herbert,1479,"Herbert, Nick"
19,Gloria,De Piero,3915,"De Piero, Gloria"
20,Damian,Green,76,"Green, Damian"
21,Angela,Rayner,4356,"Rayner, Angela"
22,David,Lidington,15,"Lidington, David"
23,Sandra,Osborne,576,"Osborne, Sandra"
24,Corri,Wilson,4448,"Wilson, Corri"
25,Victoria,Prentis,4401,"Prentis, Victoria"
26,Eilidh,Whiteford,3911,"Whiteford, Eilidh"
27,Margaret,Hodge,140,"Hodge, Margaret"
28,Dan,Jarvis,4243,"Jarvis, Dan"
29,Michael,Dugher,3916,"Dugher, Michael"
30,Simon,Fell,4744,"Fell, Simon"
31,John,Woodcock,3917,"Woodcock, John"
32,John,Baron,1390,"Baron, John"
33,Maria,Miller,1480,"Miller, Maria"
34,John,Mann,1387,"Mann, John"
35,Ben,Howlett,4445,"Howlett, Ben"
36,Jo,Cox,4375,"Cox, Jo"
37,Jane,Ellison,3918,"Ellison, Jane"
38,Dominic,Grieve,16,"Grieve, Dominic"
39,Bob,Stewart,3919,"Stewart, Bob"
40,Richard,Fuller,3912,"Fuller, Richard"
41,Patrick,Hall,1,"Hall, Patrick"
42,Naomi,Long,3920,"Long, Naomi"
43,Gavin,Robinson,4360,"Robinson, Gavin"
44,Nigel,Dodds,1388,"Dodds, Nigel"
45,Alasdair,McDonnell,1596,"McDonnell, Alasdair"
46,Paul,Maskey,4245,"Maskey, Paul"
47,Neil,Coyle,4368,"Coyle, Neil"
48,Simon,Hughes,194,"Hughes, Simon"
49,John,Lamont,4608,"Lamont, John"
50,Michael,Moore,638,"Moore, Michael"
51,Calum,Kerr,4379,"Kerr, Calum"
52,Anne-Marie,Trevelyan,4531,"Trevelyan, Anne-Marie"
53,Rushanara,Ali,4138,"Ali, Rushanara"
54,Graham,Stuart,1482,"Stuart, Graham"
55,Huw,Merriman,4442,"Merriman, Huw"
56,David,Evennett,1198,"Evennett, David"
57,Frank,Field,478,"Field, Frank"
58,Gisela,Stuart,296,"Stuart, Gisela"
59,Jack,Dromey,3913,"Dromey, Jack"
60,Roger,Godsiff,304,"Godsiff, Roger"
61,Kieran,Mullan,4860,"Mullan, Kieran"
62,Liam,Byrne,1171,"Byrne, Liam"
63,Shabana,Mahmood,3914,"Mahmood, Shabana"
64,Rachel,Maclean,4668,"Maclean, Rachel"
65,Richard,Burden,301,"Burden, Richard"
66,Khalid,Mahmood,1392,"Mahmood, Khalid"
67,Stephen,McCabe,298,"McCabe, Stephen"
68,Jess,Phillips,4370,"Phillips, Jess"
69,John,Hemming,1483,"Hemming, John"
70,Helen,Goodman,1484,"Goodman, Helen"
71,Kate,Hollern,4363,"Hollern, Kate"
72,David,Jones,1502,"Jones, David"
73,Graham,Stringer,449,"Stringer, Graham"
74,Paul,Maynard,3926,"Maynard, Paul"
75,Gordon,Marsden,465,"Marsden, Gordon"
76,Nick,Smith,3928,"Smith, Nick"
77,David,Anderson,1486,"Anderson, David"
78,Ronnie,Campbell,514,"Campbell, Ronnie"
79,Nick,Gibb,111,"Gibb, Nick"
80,Graham,Jones,3999,"Jones, Graham"
81,Dennis,Skinner,325,"Skinner, Dennis"
82,James,Daly,4854,"Daly, James"
83,David,Crausby,437,"Crausby, David"
84,Yasmin,Qureshi,3924,"Qureshi, Yasmin"
85,Chris,Green,4398,"Green, Chris"
86,Julie,Hilling,3925,"Hilling, Julie"
87,Peter,Dowd,4397,"Dowd, Peter"
88,Matt,Warman,4361,"Warman, Matt"
89,David,Tredinnick,335,"Tredinnick, David"
90,Tobias,Ellwood,1487,"Ellwood, Tobias"
91,Conor,Burns,3922,"Burns, Conor"
92,Phillip,Lee,3921,"Lee, Phillip"
93,Imran,Hussain,4394,"Hussain, Imran"
94,David,Ward,3923,"Ward, David"
95,Judith,Cummins,4391,"Cummins, Judith"
96,Naz,Shah,4409,"Shah, Naz"
97,George,Galloway,609,"Galloway, George"
98,James,Cleverly,4366,"Cleverly, James"
99,Chris,Davies,4376,"Davies, Chris"
100,Roger,Williams,1394,"Williams, Roger"
101,Dawn,Butler,1489,"Butler, Dawn"
102,Barry,Gardiner,146,"Gardiner, Barry"
103,Mary,MacLeod,3927,"MacLeod, Mary"
104,Ruth,Cadbury,4389,"Cadbury, Ruth"
105,Eric,Pickles,33,"Pickles, Eric"
106,Madeleine,Moon,1490,"Moon, Madeleine"
107,Ian,Liddell-Grainger,1396,"Liddell-Grainger, Ian"
108,Andrew,Percy,3939,"Percy, Andrew"
109,Simon,Kirby,3929,"Kirby, Simon"
110,Caroline,Lucas,3930,"Lucas, Caroline"
111,Theo,Clarke,4819,"Clarke, Theo"
112,Kerry,McCarthy,1491,"McCarthy, Kerry"
113,Charlotte,Leslie,3933,"Leslie, Charlotte"
114,Darren,Jones,4621,"Jones, Darren"
115,Karin,Smyth,4444,"Smyth, Karin"
116,Thangam,Debbonaire,4433,"Debbonaire, Thangam"
117,Stephen,Williams,1492,"Williams, Stephen"
118,Keith,Simpson,126,"Simpson, Keith"
119,Robert,Neill,1601,"Neill, Robert"
120,Sajid,Javid,3945,"Javid, Sajid"
121,Charles,Walker,1493,"Walker, Charles"
122,Anna,Soubry,3938,"Soubry, Anna"
123,Nick,Palmer,359,"Palmer, Nick"
124,John,Bercow,17,"Bercow, John"
125,Julie,Cooper,4405,"Cooper, Julie"
126,Gordon,Birtwistle,3946,"Birtwistle, Gordon"
127,Andrew,Griffiths,3936,"Griffiths, Andrew"
128,David,Nuttall,4140,"Nuttall, David"
129,James,Frith,4637,"Frith, James"
130,Ivan,Lewis,441,"Lewis, Ivan"
131,Jo,Churchill,4380,"Churchill, Jo"
132,Leo,Docherty,4600,"Docherty, Leo"
133,Wayne,David,1398,"David, Wayne"
134,John,Thurso,1399,"Thurso, John"
135,Paul,Monaghan,4383,"Monaghan, Paul"
136,Craig,Whittaker,3940,"Whittaker, Craig"
137,Harriet,Harman,150,"Harman, Harriet"
138,George,Eustice,3934,"Eustice, George"
139,Julia,Goldsworthy,1519,"Goldsworthy, Julia"
140,Daniel,Zeichner,4382,"Zeichner, Daniel"
141,Julian,Huppert,3931,"Huppert, Julian"
142,Amanda,Milling,4454,"Milling, Amanda"
143,Julian,Brazier,77,"Brazier, Julian"
144,Jo,Stevens,4425,"Stevens, Jo"
145,Jenny,Willott,1497,"Willott, Jenny"
146,Craig,Williams,4438,"Williams, Craig"
147,Stephen,Doughty,4264,"Doughty, Stephen"
148,Kevin,Brennan,1400,"Brennan, Kevin"
149,Helen,Jones,432,"Jones, Helen"
150,John,Stevenson,3942,"Stevenson, John"
151,Jonathan,Edwards,3943,"Edwards, Jonathan"
152,Simon,Hart,3944,"Hart, Simon"
153,Tom,Brake,151,"Brake, Tom"
154,Rebecca,Harris,3948,"Harris, Rebecca"
155,Brian,Donohoe,586,"Donohoe, Brian"
156,Philippa,Whitford,4385,"Whitford, Philippa"
157,Mel,Stride,3935,"Stride, Mel"
158,Daniel,Poulter,3932,"Poulter, Daniel"
159,Mark,Williams,1498,"Williams, Mark"
160,Edward,Argar,4362,"Argar, Edward"
161,Tracey,Crouch,3950,"Crouch, Tracey"
162,Mary,Robinson,4406,"Robinson, Mary"
163,Mark,Hunter,1598,"Hunter, Mark"
164,Simon,Burns,46,"Burns, Simon"
165,Greg,Hands,1526,"Hands, Greg"
166,Alex,Chalk,4481,"Chalk, Alex"
167,Martin,Horwood,1499,"Horwood, Martin"
168,Cheryl,Gillan,18,"Gillan, Cheryl"
169,Toby,Perkins,3952,"Perkins, Toby"
170,Andrew,Tyrie,112,"Tyrie, Andrew"
171,Andrew,Smith,95,"Smith, Andrew"
172,Iain,Duncan Smith,152,"Duncan Smith, Iain"
173,Michelle,Donelan,4530,"Donelan, Michelle"
174,Duncan,Hames,3951,"Hames, Duncan"
175,Theresa,Villiers,1500,"Villiers, Theresa"
176,Lindsay,Hoyle,467,"Hoyle, Lindsay"
177,Christopher,Chope,242,"Chope, Christopher"
178,Mark,Field,1405,"Field, Mark"
179,Stephen,Mosley,3954,"Mosley, Stephen"
180,Chris,Matheson,4408,"Matheson, Chris"
181,Roberta,Blackman-Woods,1501,"Blackman-Woods, Roberta"
182,Giles,Watling,4677,"Watling, Giles"
183,Douglas,Carswell,1527,"Carswell, Douglas"
184,Martin,Vickers,3957,"Vickers, Martin"
185,Susan Elan,Jones,3956,"Jones, Susan Elan"
186,Gareth,Thomas,532,"Thomas, Gareth"
187,Tom,Clarke,583,"Clarke, Tom"
188,Phil,Boswell,4388,"Boswell, Phil"
189,Will,Quince,4423,"Quince, Will"
190,Bob,Russell,35,"Russell, Bob"
191,Jason,McCartney,3953,"McCartney, Jason"
192,Fiona,Bruce,3958,"Bruce, Fiona"
193,Jamie,Reed,1503,"Reed, Jamie"
194,Tom,Pursglove,4369,"Pursglove, Tom"
195,Andy,Sawford,4265,"Sawford, Andy"
196,Colleen,Fletcher,4378,"Fletcher, Colleen"
197,Geoffrey,Robinson,307,"Robinson, Geoffrey"
198,Dave,Nellist,1199,"Nellist, Dave"
199,Jim,Cunningham,308,"Cunningham, Jim"
200,Henry,Smith,3960,"Smith, Henry"
201,Edward,Timpson,1605,"Timpson, Edward"
202,Gavin,Barwell,3955,"Barwell, Gavin"
203,Sarah,Jones,4631,"Jones, Sarah"
204,Steve,Reed,4268,"Reed, Steve"
205,Chris,Philp,4503,"Philp, Chris"
206,Gregg,McClymont,3949,"McClymont, Gregg"
207,Stuart,McDonald,4393,"McDonald, Stuart"
208,Ann,Clwyd,553,"Clwyd, Ann"
209,Julie,Marson,4768,"Marson, Julie"
210,Jon,Cruddas,1406,"Cruddas, Jon"
211,Jenny,Chapman,3972,"Chapman, Jenny"
212,Gareth,Johnson,3970,"Johnson, Gareth"
213,Chris,Heaton-Harris,3977,"Heaton-Harris, Chris"
214,David,Hanson,533,"Hanson, David"
215,Andrew,Gwynne,1506,"Gwynne, Andrew"
216,Amanda,Solloway,4372,"Solloway, Amanda"
217,Chris,Williamson,3976,"Williamson, Chris"
218,Margaret,Beckett,328,"Beckett, Margaret"
219,Patrick,McLoughlin,333,"McLoughlin, Patrick"
220,Claire,Perry,3974,"Perry, Claire"
221,Simon,Reevell,3978,"Reevell, Simon"
222,Paula,Sherriff,4426,"Sherriff, Paula"
223,Caroline,Flint,389,"Flint, Caroline"
224,Rosie,Winterton,390,"Winterton, Rosie"
225,Mark,Fletcher,4774,"Fletcher, Mark"
226,Edward,Miliband,1510,"Miliband, Edward"
227,Charlie,Elphicke,3971,"Elphicke, Charlie"
228,Ian,Austin,1511,"Austin, Ian"
229,Mike,Wood,4384,"Wood, Mike"
230,Helen,Hayes,4510,"Hayes, Helen"
231,Russell,Brown,588,"Brown, Russell"
232,Richard,Arkless,4387,"Arkless, Richard"
233,David,Mundell,1512,"Mundell, David"
234,Stewart,Hosie,1514,"Hosie, Stewart"
235,Chris,Law,4403,"Law, Chris"
236,Thomas,Docherty,3962,"Docherty, Thomas"
237,Douglas,Chapman,4402,"Chapman, Douglas"
238,Liz,Saville-Roberts,4521,"Saville-Roberts, Liz"
239,Angie,Bray,3979,"Bray, Angie"
240,Rupa,Huq,4511,"Huq, Rupa"
241,Stephen,Pound,161,"Pound, Stephen"
242,Virendra,Sharma,1604,"Sharma, Virendra"
243,Grahame,Morris,3973,"Morris, Grahame"
244,Sammy,Wilson,1593,"Wilson, Sammy"
245,Hugo,Swire,1408,"Swire, Hugo"
246,Jo,Swinson,1513,"Swinson, Jo"
247,John,Nicolson,4415,"Nicolson, John"
248,Stephen,Timms,163,"Timms, Stephen"
249,Damian,Hinds,3969,"Hinds, Damian"
250,Michael,McCann,3963,"McCann, Michael"
251,Lisa,Cameron,4412,"Cameron, Lisa"
252,Gregory,Campbell,1409,"Campbell, Gregory"
253,Fiona,O'Donnell,3964,"O'Donnell, Fiona"
254,George,Kerevan,4416,"Kerevan, George"
255,Jim,Murphy,595,"Murphy, Jim"
256,Kirsten,Oswald,4413,"Oswald, Kirsten"
257,Sam,Gyimah,3980,"Gyimah, Sam"
258,Tim,Loughton,114,"Loughton, Tim"
259,Greg,Knight,1200,"Knight, Greg"
260,Caroline,Ansell,4512,"Ansell, Caroline"
261,Stephen,Lloyd,3968,"Lloyd, Stephen"
262,Mims,Davies,4513,"Davies, Mims"
263,Mike,Thornton,4273,"Thornton, Mike"
264,Antoinette,Sandbach,4506,"Sandbach, Antoinette"
265,Sheila,Gilmore,3965,"Gilmore, Sheila"
266,Tommy,Sheppard,4453,"Sheppard, Tommy"
267,Mark,Lazarowicz,1411,"Lazarowicz, Mark"
268,Deidre,Brock,4417,"Brock, Deidre"
269,Ian,Murray,3966,"Murray, Ian"
270,Joanna,Cherry,4419,"Cherry, Joanna"
271,Mike,Crockart,3967,"Crockart, Mike"
272,Michelle,Thomson,4422,"Thomson, Michelle"
273,Kate,Osamor,4515,"Osamor, Kate"
274,Katherine,Fletcher,4834,"Fletcher, Katherine"
275,Justin,Madders,4418,"Madders, Justin"
276,Alec,Shelbrooke,3997,"Shelbrooke, Alec"
277,Clive,Efford,165,"Efford, Clive"
278,Nick,de Bois,4002,"de Bois, Nick"
279,Joan,Ryan,166,"Ryan, Joan"
280,David,Burrowes,1518,"Burrowes, David"
281,Bambos,Charalambous,4610,"Charalambous, Bambos"
282,Eleanor,Laing,36,"Laing, Eleanor"
283,Chris,Grayling,1413,"Grayling, Chris"
284,Maggie,Throup,4447,"Throup, Maggie"
285,Teresa,Pearce,4003,"Pearce, Teresa"
286,Dominic,Raab,4007,"Raab, Dominic"
287,Ben,Bradshaw,230,"Bradshaw, Ben"
288,John,McNally,4424,"McNally, John"
289,Suella,Fernandes,4475,"Fernandes, Suella"
290,Helen,Whately,4527,"Whately, Helen"
291,Seema,Malhotra,4253,"Malhotra, Seema"
292,Michelle,Gildernew,1416,"Gildernew, Michelle"
293,Tom,Elliott,4367,"Elliott, Tom"
294,Jack,Lopresti,3989,"Lopresti, Jack"
295,Mike,Freer,4004,"Freer, Mike"
296,Damian,Collins,3986,"Collins, Damian"
297,Mark,Harper,1520,"Harper, Mark"
298,Mark,Durkan,1594,"Durkan, Mark"
299,Mark,Menzies,3998,"Menzies, Mark"
300,Mike,Hill,4644,"Hill, Mike"
301,Edward,Leigh,345,"Leigh, Edward"
302,Maria,Eagle,483,"Eagle, Maria"
303,Ian,Mearns,4000,"Mearns, Ian"
304,Vernon,Coaker,360,"Coaker, Vernon"
305,Rehman,Chishti,3987,"Chishti, Rehman"
306,Paul,Clark,83,"Clark, Paul"
307,Anas,Sarwar,3981,"Sarwar, Anas"
308,Alison,Thewliss,4430,"Thewliss, Alison"
309,Margaret,Curran,3982,"Curran, Margaret"
310,Natalie,McGarry,4428,"McGarry, Natalie"
311,Ann,McKechin,1419,"McKechin, Ann"
312,Patrick,Grady,4432,"Grady, Patrick"
313,William,Bain,1610,"Bain, William"
314,Anne,McLaughlin,4437,"McLaughlin, Anne"
315,John,Robertson,605,"Robertson, John"
316,Carol,Monaghan,4443,"Monaghan, Carol"
317,Tom,Harris,1418,"Harris, Tom"
318,Stewart,McDonald,4461,"McDonald, Stewart"
319,Ian,Davidson,611,"Davidson, Ian"
320,Christopher,Stephens,4463,"Stephens, Christopher"
321,Peter,Grant,4466,"Grant, Peter"
322,Richard,Graham,3990,"Graham, Richard"
323,Alex,Salmond,577,"Salmond, Alex"
324,Caroline,Dinenage,4008,"Dinenage, Caroline"
325,Byron,Davies,4499,"Davies, Byron"
326,Nick,Boles,3995,"Boles, Nick"
327,Adam,Holloway,1522,"Holloway, Adam"
328,Tan,Dhesi,4638,"Dhesi, Tan"
329,Melanie,Onn,4464,"Onn, Melanie"
330,Brandon,Lewis,4009,"Lewis, Brandon"
331,Matthew,Pennycook,4520,"Pennycook, Matthew"
332,Anne,Milton,1523,"Milton, Anne"
333,Diane,Abbott,172,"Abbott, Diane"
334,Meg,Hillier,1524,"Hillier, Meg"
335,James,Morris,3992,"Morris, James"
336,Stephanie,Peacock,4607,"Peacock, Stephanie"
337,Holly,Lynch,4472,"Lynch, Holly"
338,David,Davis,373,"Davis, David"
339,Derek,Twigg,429,"Twigg, Derek"
340,Andy,Slaughter,1516,"Slaughter, Andy"
341,Tulip,Siddiq,4518,"Siddiq, Tulip"
342,Edward,Garnier,337,"Garnier, Edward"
343,Robert,Halfon,3985,"Halfon, Robert"
344,Andrew,Jones,3996,"Jones, Andrew"
345,Bob,Blackman,4005,"Blackman, Bob"
346,Gareth,Thomas,177,"Thomas, Gareth"
347,Iain,Wright,1478,"Wright, Iain"
348,Bernard,Jenkin,40,"Jenkin, Bernard"
349,Amber,Rudd,3983,"Rudd, Amber"
350,Sarah,Owen,4777,"Owen, Sarah"
351,Alan,Mak,4484,"Mak, Alan"
352,John,McDonnell,178,"McDonnell, John"
353,William,Wragg,4429,"Wragg, William"
354,Mike,Penning,1528,"Penning, Mike"
355,Jon,Trickett,410,"Trickett, Jon"
356,Matthew,Offord,4006,"Offord, Matthew"
357,Andrew,Dismore,179,"Dismore, Andrew"
358,John,Howell,1606,"Howell, John"
359,Jesse,Norman,3991,"Norman, Jesse"
360,Mark,Prisk,1424,"Prisk, Mark"
361,Oliver,Dowden,4441,"Dowden, Oliver"
362,Guy,Opperman,4142,"Opperman, Guy"
363,Liz,McInnes,4342,"McInnes, Liz"
364,Andrew,Bingham,3994,"Bingham, Andrew"
365,Peter,Lilley,68,"Lilley, Peter"
366,Keir,Starmer,4514,"Starmer, Keir"
367,Angela,Watkinson,1462,"Watkinson, Angela"
368,Catherine,West,4523,"West, Catherine"
369,Lynne,Featherstone,1531,"Featherstone, Lynne"
370,Jeremy,Quin,4507,"Quin, Jeremy"
371,Bridget,Phillipson,4046,"Phillipson, Bridget"
372,Peter,Kyle,4505,"Kyle, Peter"
373,Barry,Sheerman,411,"Sheerman, Barry"
374,Jonathan,Djanogly,1425,"Djanogly, Jonathan"
375,Lee,Scott,1534,"Scott, Lee"
376,Wes,Streeting,4504,"Streeting, Wes"
377,Mike,Gapes,184,"Gapes, Mike"
378,Iain,McKenzie,4246,"McKenzie, Iain"
379,Ronnie,Cowan,4465,"Cowan, Ronnie"
380,Danny,Alexander,1535,"Alexander, Danny"
381,Drew,Hendry,4467,"Hendry, Drew"
382,Benedict,Gummer,3988,"Gummer, Benedict"
383,Andrew,Turner,1426,"Turner, Andrew"
384,Alex,Burghart,4613,"Burghart, Alex"
385,Jeremy,Corbyn,185,"Corbyn, Jeremy"
386,Emily,Thornberry,1536,"Thornberry, Emily"
387,Chris,Evans,4040,"Evans, Chris"
388,Stephen,Hepburn,520,"Hepburn, Stephen"
389,Kris,Hopkins,4043,"Hopkins, Kris"
390,John,Grogan,382,"Grogan, John"
391,Jeremy,Wright,1560,"Wright, Jeremy"
