id,given_name,family_name,mnis_id,label
1173,Anne,McGuire,636,"McGuire, Anne"
1174,Frank,Cook,504,"Cook, Frank"
1175,Dari,Taylor,505,"Taylor, Dari"
1176,Joan,Walley,286,"Walley, Joan"
1177,Lynda,Waltho,1570,"Waltho, Lynda"
1178,Siân,James,1573,"James, Siân"
1179,Brian,Jenkins,289,"Jenkins, Brian"
1180,Jeremy,Browne,1575,"Browne, Jeremy"
1181,Anne,McIntosh,384,"McIntosh, Anne"
1182,John,Stanley,91,"Stanley, John"
1183,Paul,Murphy,546,"Murphy, Paul"
1184,John,Randall,209,"Randall, John"
1185,James,Plaskitt,294,"Plaskitt, James"
1186,Claire,Ward,73,"Ward, Claire"
1187,Charles,Hendry,1220,"Hendry, Charles"
1188,David,Heathcoat-Amory,257,"Heathcoat-Amory, David"
1189,Michael,Foster,271,"Foster, Michael"
1190,Tony,Cunningham,1469,"Cunningham, Tony"
1191,Paul,Goggins,462,"Goggins, Paul"
1192,Hugh,Bayley,385,"Bayley, Hugh"
1463,Roz,Savage,5352,"Savage, Roz"
1464,Samantha,Niblett,5150,"Niblett, Samantha"
1465,Caroline,Voaden,5216,"Voaden, Caroline"
1466,Lloyd,Hatton,5217,"Hatton, Lloyd"
1467,Anna,Gelderd,5353,"Gelderd, Anna"
1468,Ben,Goldsborough,5205,"Goldsborough, Ben"
1469,Sarah,Bool,5355,"Bool, Sarah"
1470,Paul,Foster,5074,"Foster, Paul"
1471,Matthew,Green,1429,"Green, Matthew"
1472,Rebecca,Smith,5301,"Smith, Rebecca"
1473,Terry,Jermy,5338,"Jermy, Terry"
1474,Darren,Paffey,5270,"Paffey, Darren"
1475,Satvir,Kaur,5271,"Kaur, Satvir"
1476,Bayo,Alaba,5097,"Alaba, Bayo"
1477,David,Burton-Sampson,5106,"Burton-Sampson, David"
1478,Patrick,Hurley,5052,"Hurley, Patrick"
1479,Lincoln,Jopp,5332,"Jopp, Lincoln"
1480,Kim,Leadbeater,4923,"Leadbeater, Kim"
1481,Noah,Law,5302,"Law, Noah"
1482,David,Baines,5092,"Baines, David"
1483,Ian,Sollom,5096,"Sollom, Ian"
1484,Leigh,Ingham,5290,"Ingham, Leigh"
1485,Kevin,Bonavia,5051,"Bonavia, Kevin"
1486,Chris,Kane,5155,"Kane, Chris"
1487,Chris,McDonald,5116,"McDonald, Chris"
1488,David,Williams,5151,"Williams, David"
1489,Allison,Gardner,5334,"Gardner, Allison"
1490,Cat,Eccles,5293,"Eccles, Cat"
1491,Uma,Kumaran,5278,"Kumaran, Uma"
1492,Manuela,Perteghella,5122,"Perteghella, Manuela"
1493,Simon,Opher,5030,"Opher, Simon"
1494,Jenny,Riddell-Carpenter,5160,"Riddell-Carpenter, Jenny"
1495,Lewis,Atkinson,5028,"Atkinson, Lewis"
1496,Al,Pinkerton,5288,"Pinkerton, Al"
1497,Luke,Taylor,5103,"Taylor, Luke"
1498,Torsten,Bell,5069,"Bell, Torsten"
1499,Will,Stone,5035,"Stone, Will"
1500,Sarah,Edwards,5001,"Edwards, Sarah"
1501,Gideon,Amos,5250,"Amos, Gideon"
1193,Seamus,Logan,5280,"Logan, Seamus"
1195,Kenneth,Stevenson,5200,"Stevenson, Kenneth"
1196,Alex,Baker,5173,"Baker, Alex"
1197,Brian,Leishman,5196,"Leishman, Brian"
1198,Connor,Rand,5159,"Rand, Connor"
1199,Linsey,Farnsworth,5107,"Farnsworth, Linsey"
1200,Sojan,Joseph,5247,"Joseph, Sojan"
1201,Laura,Kyrke-Smith,5341,"Kyrke-Smith, Laura"
1202,Elaine,Stewart,5206,"Stewart, Elaine"
1203,Sean,Woodcock,5328,"Woodcock, Sean"
1204,Claire,Hughes,5113,"Hughes, Claire"
1205,Nesil,Caliskan,5180,"Caliskan, Nesil"
1206,Michelle,Scrogham,5049,"Scrogham, Michelle"
1207,Luke,Murphy,5248,"Murphy, Luke"
1208,Jo,White,5105,"White, Jo"
1209,Kirsteen,Sullivan,5179,"Sullivan, Kirsteen"
1210,Liam,Conlon,5132,"Conlon, Liam"
1211,Daniel,Francis,5184,"Francis, Daniel"
1212,Calum,Miller,5346,"Miller, Calum"
1213,Paulette,Hamilton,4938,"Hamilton, Paulette"
1214,Laurence,Turner,5234,"Turner, Laurence"
1215,Ayoub,Khan,5357,"Khan, Ayoub"
1216,Al,Carns,5235,"Carns, Al"
1217,Sam,Rushworth,5108,"Rushworth, Sam"
1218,Adnan,Hussain,5231,"Hussain, Adnan"
1219,Lorraine,Beavers,5232,"Beavers, Lorraine"
1220,Chris,Webb,5025,"Webb, Chris"
1221,Alison,Griffiths,5203,"Griffiths, Alison"
1222,Natalie,Fleet,5053,"Fleet, Natalie"
1223,Kirith,Entwistle,5095,"Entwistle, Kirith"
1224,Phil,Brickell,5128,"Brickell, Phil"
1225,Richard,Tice,5161,"Tice, Richard"
1226,Tom,Hayes,5210,"Hayes, Tom"
1227,Jessica,Toale,5202,"Toale, Jessica"
1228,Peter,Swallow,5165,"Swallow, Peter"
1229,David,Chadwick,5284,"Chadwick, David"
1230,Ashley,Fox,5101,"Fox, Ashley"
1231,Charlie,Dewhirst,5169,"Dewhirst, Charlie"
1232,Chris,Ward,5276,"Ward, Chris"
1233,Siân,Berry,5314,"Berry, Siân"
1234,Carla,Denyer,5102,"Denyer, Carla"
1235,Damien,Egan,5010,"Egan, Damien"
1236,Peter,Fortune,5209,"Fortune, Peter"
1237,Bradley,Thomas,5186,"Thomas, Bradley"
1238,Lewis,Cocking,5050,"Cocking, Lewis"
1239,Juliet,Campbell,5058,"Campbell, Juliet"
1240,Callum,Anderson,5193,"Anderson, Callum"
1241,Oliver,Ryan,5135,"Ryan, Oliver"
1242,Jacob,Collier,5077,"Collier, Jacob"
1243,Peter,Prinsley,5163,"Prinsley, Peter"
1244,Ann,Davies,5177,"Davies, Ann"
1245,Josh,Fenton-Glynn,5295,"Fenton-Glynn, Josh"
1246,Perran,Moon,5208,"Moon, Perran"
1247,Josh,Newbury,5034,"Newbury, Josh"
1248,Alex,Barros-Curtis,5175,"Barros-Curtis, Alex"
1249,Julie,Minns,5094,"Minns, Julie"
1250,Bobby,Dean,5083,"Dean, Bobby"
1251,Alan,Gemmell,5185,"Gemmell, Alan"
1252,Patrick,Spencer,5303,"Spencer, Patrick"
1253,Tristan,Osborne,5220,"Osborne, Tristan"
1254,Tom,Morrison,5090,"Morrison, Tom"
1255,Marie,Goldman,5073,"Goldman, Marie"
1256,Ben,Coleman,5344,"Coleman, Ben"
1257,Max,Wilkinson,5055,"Wilkinson, Max"
1258,Samantha,Dixon,4976,"Dixon, Samantha"
1259,Aphra,Brandreth,5241,"Brandreth, Aphra"
1260,Jess,Brown-Fuller,5335,"Brown-Fuller, Jess"
1261,Sarah,Gibson,5239,"Gibson, Sarah"
1262,Dan,Tomlinson,5282,"Tomlinson, Dan"
1263,Rachel,Blake,5257,"Blake, Rachel"
1264,Nigel,Farage,5091,"Farage, Nigel"
1265,Becky,Gittins,5181,"Gittins, Becky"
1266,Gill,German,5104,"German, Gill"
1267,Frank,McNally,5183,"McNally, Frank"
1268,Pam,Cox,5042,"Cox, Pam"
1269,Paul,Davies,5317,"Davies, Paul"
1270,Sarah,Russell,5324,"Russell, Sarah"
1271,Lee,Barron,5315,"Barron, Lee"
1272,Melanie,Ward,5240,"Ward, Melanie"
1273,Emma,Foody,5029,"Foody, Emma"
1274,Peter,Lamb,5345,"Lamb, Peter"
1275,Connor,Naismith,5273,"Naismith, Connor"
1276,Natasha,Irons,5119,"Irons, Natasha"
1277,Katrina,Murray,5309,"Murray, Katrina"
1278,Margaret,Mullane,5272,"Mullane, Margaret"
1279,Lola,McEvoy,5037,"McEvoy, Lola"
1280,Jim,Dickson,5223,"Dickson, Jim"
1281,Catherine,Atkinson,5143,"Atkinson, Catherine"
1282,Baggy,Shanker,5176,"Shanker, Baggy"
1283,John,Whitby,5342,"Whitby, John"
1284,Iqbal,Mohamed,5268,"Mohamed, Iqbal"
1285,Olly,Glover,5318,"Glover, Olly"
1286,Sally,Jameson,5178,"Jameson, Sally"
1287,Lee,Pitcher,5233,"Pitcher, Lee"
1288,Chris,Coghlan,5198,"Coghlan, Chris"
1289,Mike,Tapp,5266,"Tapp, Mike"
1290,Sonia,Kumar,5274,"Kumar, Sonia"
1291,John,Cooper,5358,"Cooper, John"
1292,Graeme,Downie,5275,"Downie, Graeme"
1293,Alex,Mayer,5141,"Mayer, Alex"
1294,Deirdre,Costigan,5075,"Costigan, Deirdre"
1295,Yuan,Yang,5267,"Yang, Yuan"
1296,Joani,Reid,5079,"Reid, Joani"
1297,Blair,McDougall,5076,"McDougall, Blair"
1298,Polly,Billington,5123,"Billington, Polly"
1299,Tom,Rutland,5222,"Rutland, Tom"
1300,Josh,Babarinde,5086,"Babarinde, Josh"
1301,Liz,Jarvis,5040,"Jarvis, Liz"
1302,Chris,Murray,5245,"Murray, Chris"
1303,Tracy,Gilbert,5188,"Gilbert, Tracy"
1304,Scott,Arthur,5212,"Arthur, Scott"
1305,Charlotte,Cane,5182,"Cane, Charlotte"
1306,Helen,Maguire,5336,"Maguire, Helen"
1307,Adam,Thompson,5044,"Thompson, Adam"
1308,Monica,Harding,5299,"Harding, Monica"
1309,Steve,Race,5064,"Race, Steve"
1310,David,Reed,5347,"Reed, David"
1311,Euan,Stainbank,5110,"Stainbank, Euan"
1312,Greg,Stafford,5351,"Stafford, Greg"
1313,Pat,Cullen,5261,"Cullen, Pat"
1314,Claire,Hazelgrove,5306,"Hazelgrove, Claire"
1315,Sarah,Sackman,5204,"Sackman, Sarah"
1316,Tony,Vaughan,5067,"Vaughan, Tony"
1317,Matt,Bishop,5323,"Bishop, Matt"
1318,Anna,Sabine,5286,"Sabine, Anna"
1319,Andrew,Snowden,5072,"Snowden, Andrew"
1320,Mark,Ferguson,5031,"Ferguson, Mark"
1321,Michael,Payne,5146,"Payne, Michael"
1322,Naushabah,Khan,5215,"Khan, Naushabah"
1323,John,Grady,5170,"Grady, John"
1324,Martin,Rhodes,5251,"Rhodes, Martin"
1325,Maureen,Burke,5137,"Burke, Maureen"
1326,Gordon,McKee,5189,"McKee, Gordon"
1327,Zubir,Ahmed,5213,"Ahmed, Zubir"
1328,Patricia,Ferguson,5190,"Ferguson, Patricia"
1329,Sarah,Dyke,4995,"Dyke, Sarah"
1330,Richard,Baker,5253,"Baker, Richard"
1331,Alex,McIntyre,5349,"McIntyre, Alex"
1332,Harriet,Cross,5311,"Cross, Harriet"
1333,Lauren,Sullivan,5269,"Sullivan, Lauren"
1334,Rupert,Lowe,5158,"Lowe, Rupert"
1335,Zöe,Franklin,5313,"Franklin, Zöe"
1336,Alex,Ballinger,5238,"Ballinger, Alex"
1337,Kate,Dearden,5224,"Dearden, Kate"
1338,Imogen,Walker,5136,"Walker, Imogen"
1339,Chris,Vince,5237,"Vince, Chris"
1340,Victoria,Collins,5201,"Collins, Victoria"
1342,Jonathan,Brash,5045,"Brash, Jonathan"
1343,Helena,Dollimore,5192,"Dollimore, Helena"
1344,Lisa,Smart,5070,"Smart, Lisa"
1345,David,Taylor,5348,"Taylor, David"
1341,Thomas,Gordon,5032,"Gordon, Thomas"
1346,David,Pinto-Duschinsky,5360,"Pinto-Duschinsky, David"
1347,Freddie,Van Mierlo,5296,"Van Mierlo, Freddie"
1348,Joshua Robert Abraham,Dean,5187,"Dean, Joshua Robert Abraham"
1349,Joe,Morris,5081,"Morris, Joe"
1350,Elsie,Blundell,5084,"Blundell, Elsie"
1351,Jon,Pearce,5115,"Pearce, Jon"
1352,Alistair,Strathern,5000,"Strathern, Alistair"
1353,Richard,Foord,4942,"Foord, Richard"
1354,John,Milne,5329,"Milne, John"
1355,Harpreet,Uppal,5289,"Uppal, Harpreet"
1356,Ben,Obese-Jecty,5089,"Obese-Jecty, Ben"
1357,Sarah,Smith,5117,"Smith, Sarah"
1358,Jas,Athwal,5227,"Athwal, Jas"
1359,Martin,McCluskey,5129,"McCluskey, Martin"
1360,Angus,MacDonald,5362,"MacDonald, Angus"
1361,Jack,Abbott,5131,"Abbott, Jack"
1362,Joe,Robertson,5255,"Robertson, Joe"
1363,Richard,Quigley,5144,"Quigley, Richard"
1364,Joe,Powell,5229,"Powell, Joe"
1365,Rosie,Wrighting,5331,"Wrighting, Rosie"
1366,Lillian,Jones,5043,"Jones, Lillian"
1367,Anneliese,Midgley,5038,"Midgley, Anneliese"
1368,Sorcha-Lucy,Eastwood,5125,"Eastwood, Sorcha-Lucy"
1369,Katie,White,5260,"White, Katie"
1370,Mark,Sewards,5166,"Sewards, Mark"
1371,Shivani,Raja,5068,"Raja, Shivani"
1372,Shockat,Adam,5120,"Adam, Shockat"
1373,James,MacCleary,5265,"MacCleary, James"
1374,Calvin,Bailey,5054,"Bailey, Calvin"
1375,Dave,Robertson,5126,"Robertson, Dave"
1376,Hamish,Falconer,5148,"Falconer, Hamish"
1377,Gregor,Poynton,5167,"Poynton, Gregor"
1378,Jeevun,Sandher,5259,"Sandher, Jeevun"
1379,Jess,Asato,5156,"Asato, Jess"
1380,Tim,Roca,5287,"Roca, Tim"
1381,Joshua,Reynolds,5343,"Reynolds, Joshua"
1382,Josh,Simons,5060,"Simons, Josh"
1383,Steve,Yemm,5194,"Yemm, Steve"
1384,Brian,Mathew,5214,"Mathew, Brian"
1385,Henry,Tufnell,5121,"Tufnell, Henry"
1386,Blake,Stephenson,5100,"Stephenson, Blake"
1387,Andrew,Cooper,5195,"Cooper, Andrew"
1388,Jonathan,Davies,5256,"Davies, Jonathan"
1389,Vikki,Slade,5327,"Slade, Vikki"
1390,Susan,Murray,5157,"Murray, Susan"
1391,Peter,Bedford,5330,"Bedford, Peter"
1392,Alison,Bennett,5283,"Bennett, Alison"
1393,Cathal,Mallaghan,5153,"Mallaghan, Cathal"
1394,Luke,Myer,5147,"Myer, Luke"
1395,Kirsty,McNeill,5114,"McNeill, Kirsty"
1396,Emily,Darlington,5139,"Darlington, Emily"
1397,Chris,Curtis,5118,"Curtis, Chris"
1398,Catherine,Fookes,5291,"Fookes, Catherine"
1399,Steve,Witherden,5221,"Witherden, Steve"
1400,Graham,Leadbitter,5277,"Leadbitter, Graham"
1401,Lizzi,Collinge,5225,"Collinge, Lizzi"
1402,Torcuil,Crichton,5246,"Crichton, Torcuil"
1403,Lee,Dillon,5310,"Dillon, Lee"
1404,Adam,Jogee,5168,"Jogee, Adam"
1405,Dáire,Hughes,5292,"Hughes, Dáire"
1406,Martin,Wrigley,5111,"Wrigley, Martin"
1407,Alan,Strickland,5080,"Strickland, Alan"
1408,Jim,Allister,5356,"Allister, Jim"
1409,Irene,Campbell,5145,"Campbell, Irene"
1410,Ben,Maguire,5350,"Maguire, Ben"
1411,Ian,Roome,5138,"Roome, Ian"
1412,Alex,Easton,5262,"Easton, Alex"
1413,Luke,Akehurst,5112,"Akehurst, Luke"
1414,Louise,Jones,5258,"Jones, Louise"
1415,Alex,Brewer,5263,"Brewer, Alex"
1416,Chris,Hinchliff,5244,"Hinchliff, Chris"
1417,Ellie,Chowns,5249,"Chowns, Ellie"
1418,Steffan,Aquarone,5164,"Aquarone, Steffan"
1419,David,Smith,5218,"Smith, David"
1420,Sadik,Al-Hassan,5312,"Al-Hassan, Sadik"
1421,Rachel,Taylor,5065,"Taylor, Rachel"
1422,Sam,Carling,5308,"Carling, Sam"
1423,Amanda,Hack,5149,"Hack, Amanda"
1424,Lucy,Rigby,5333,"Rigby, Lucy"
1425,Mike,Reader,5316,"Reader, Mike"
1426,Alice,Macdonald,5133,"Macdonald, Alice"
1427,Jodie,Gosling,5036,"Gosling, Jodie"
1428,Jade,Botterill,5236,"Botterill, Jade"
1429,Alison,Taylor,5093,"Taylor, Alison"
1430,Johanna,Baxter,5063,"Baxter, Johanna"
1431,Miatta,Fahnbulleh,5099,"Fahnbulleh, Miatta"
1432,Jonathan,Hinder,5264,"Hinder, Jonathan"
1433,Marie,Tidball,5098,"Tidball, Marie"
1434,Markus,Campbell-Savours,5124,"Campbell-Savours, Markus"
1435,Andrew,Pakes,5243,"Pakes, Andrew"
1436,Fred,Thomas,5174,"Thomas, Fred"
1437,Neil,Duncan-Jordan,5359,"Duncan-Jordan, Neil"
1438,Amanda,Martin,5294,"Martin, Amanda"
1439,Georgia,Gould,5305,"Gould, Georgia"
1440,Olivia,Bailey,5337,"Bailey, Olivia"
1441,Chris,Bloore,5109,"Bloore, Chris"
1442,Rebecca,Paul,5297,"Paul, Rebecca"
1443,Maya,Ellis,5228,"Ellis, Maya"
1444,Paul,Waugh,5071,"Waugh, Paul"
1445,Lauren,Edwards,5298,"Edwards, Lauren"
1446,Andy,MacNae,5134,"MacNae, Andy"
1447,Jake,Richards,5082,"Richards, Jake"
1448,John,Slinger,5127,"Slinger, John"
1449,James,Naish,5047,"Naish, James"
1450,Michael,Shanks,4998,"Shanks, Michael"
1451,Alison,Hume,5254,"Hume, Alison"
1452,Keir,Mather,4993,"Mather, Keir"
1453,Abtisam,Mohamed,5142,"Mohamed, Abtisam"
1454,Michelle,Welsh,5226,"Welsh, Michelle"
1455,Anna,Dixon,5281,"Dixon, Anna"
1456,Julia,Buckley,5171,"Buckley, Julia"
1457,Kevin,McKenna,5300,"McKenna, Kevin"
1458,Gurinder,Josan,5059,"Josan, Gurinder"
1459,Neil,Shastri-Hurst,5197,"Shastri-Hurst, Neil"
1460,Robin,Swann,5319,"Swann, Robin"
1461,James,McMurdock,5361,"McMurdock, James"
1462,Pippa,Heylings,5078,"Heylings, Pippa"
1502,Shaun,Davies,5041,"Davies, Shaun"
1503,Cameron,Thomas,5354,"Thomas, Cameron"
1504,Claire,Young,5140,"Young, Claire"
1505,Jen,Craft,5056,"Craft, Jen"
1506,Antonia,Bance,5048,"Bance, Antonia"
1507,Rachel,Gilmour,5252,"Gilmour, Rachel"
1508,Steve,Darling,5066,"Darling, Steve"
1509,Jayne,Kirkham,5279,"Kirkham, Jayne"
1510,Mike,Martin,5219,"Martin, Mike"
1511,Steve,Tuckwell,4994,"Tuckwell, Steve"
1512,Danny,Beales,5339,"Beales, Danny"
1513,Kanishka,Narayan,5039,"Narayan, Kanishka"
1514,Simon,Lightwood,4943,"Lightwood, Simon"
1515,Sarah,Hall,5154,"Hall, Sarah"
1516,Matt,Turmaine,5130,"Turmaine, Matt"
1517,Adrian,Ramsay,5320,"Ramsay, Adrian"
1518,Katie,Lam,5285,"Lam, Katie"
1519,Gen,Kitchen,5011,"Kitchen, Gen"
1520,Andrew,Lewin,5061,"Lewin, Andrew"
1521,Sarah,Coombes,5088,"Coombes, Sarah"
1522,Edward,Morello,5326,"Morello, Edward"
1523,Douglas,McAllister,5057,"McAllister, Douglas"
1524,James,Asser,5211,"Asser, James"
1525,Nick,Timothy,5062,"Timothy, Nick"
1526,Daniel,Aldridge,5172,"Aldridge, Daniel"
1527,Josh,MacAlister,5033,"MacAlister, Josh"
1528,Paul,Kohler,5321,"Kohler, Paul"
1529,Danny,Chambers,5304,"Chambers, Danny"
1530,Jack,Rankin,5340,"Rankin, Jack"
1531,Matthew,Patrick,5162,"Patrick, Matthew"
1532,Charles,Maynard,5325,"Maynard, Charles"
1533,Will,Forster,5322,"Forster, Will"
1534,Clive,Jones,5207,"Jones, Clive"
1535,Sureena,Brackenridge,5152,"Brackenridge, Sureena"
1536,Warinder,Juss,5230,"Juss, Warinder"
1537,Tom,Collins,5087,"Collins, Tom"
1538,Michael,Wheeler,5242,"Wheeler, Michael"
1539,Beccy,Cooper,5307,"Cooper, Beccy"
1540,Andrew,Ranger,5046,"Ranger, Andrew"
1541,Adam,Dance,5191,"Dance, Adam"
1542,Llinos,Medi,5085,"Medi, Llinos"
1543,Luke,Charters,5199,"Charters, Luke"
1544,Hilton,Dawson,470,"Dawson, Hilton"
1194,Anum,Qaisar-Javed,4917,"Qaisar-Javed, Anum"
969,Janet Jessica,Daby,4698,"Daby, Janet Jessica"
478,Ruth Lorraine,Jones,4716,"Jones, Ruth Lorraine"
1545,Sarah Joanne,Pochin,5403,"Pochin, Sarah Joanne"
745,Christopher ,Elmore,4572,"Elmore, Christopher "
